uri,artist_id,image,release_date,duration,sound,genre,acoustic,dance,energy,instrumental,key,live,loud,speech,tempo,time_signature,valence
35gJuqfvrdlCA2MmAtaD3J,6Te49r3A6f5BiIgBRxH7FH,ab67616d00001e02caa63c57bafad5d6b468bbc3,2017-09-08,187026.0,8757d68f628fcaaf1b077c5837804281868d88cb?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.47,0.779,0.724,0.0,9,0.143,-7.574,0.312,113.065,4,0.559
35ieKju5aLWFN5UgfJ27mL,15UsOTVnJzReFVN1VCnxy4,ab67616d00001e02258871cc2f0e5d66e28b30c6,2018-03-02,166605.0,,r&b,0.258,0.74,0.613,0.00372,8,0.123,-4.88,0.145,75.023,4,0.473
35it5rYpF6ANEGSOJ6yG5v,1Yfe3ONJlioHys7jwHdfVm,ab67616d00001e0200c0bba714d6c46e47ab1d07,2018-12-07,123120.0,53bd73138e78b21b57364344337fa7fd986a523d?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.947,0.572,0.221,0.902,10,0.439,-18.416,0.0276,90.018,4,0.315
35K7XwUfrCfPZBnBgoaHc8,2kIs76sEGiulKeqetZq6ua,ab67616d00001e021bc7cf63cd64e6c78919220d,2020-12-11,223453.0,df0b64374851f02030e658b18e7f6966bf6b54ed?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.155,0.69,0.567,0.0397,6,0.127,-7.979,0.0471,152.056,4,0.426
35KAT6TuJKhKM8Fi6XpObd,1Yfe3ONJlioHys7jwHdfVm,ab67616d00001e0290cef4228c60a50849e94697,2017-12-01,250440.0,a772196d19d515df3749352b9e9d15c49dd58093?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.0742,0.653,0.604,0.0,2,0.0897,-6.701,0.0646,91.16,4,0.559
35mvY5S1H3J2QZyna3TFe0,66CXWjxzNUsdJxJ2JdwvnR,ab67616d00001e025ef878a782c987d38d82b605,2020-10-30,172324.0,,pop,0.468,0.737,0.802,0.0,0,0.0931,-4.771,0.0878,144.015,4,0.682
35nTy3pmeNhvcfLRx15iLH,54kCbQZaZWHnwwj9VP2hn4,ab67616d00001e02e47b4c3e1335d2ae2fbf32ab,2019-04-05,154626.0,4ae154cd5c1f04ff5db29af85fa9dbda38e29e28?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.212,0.858,0.768,0.00128,10,0.0791,-6.212,0.134,166.044,4,0.728
35ovElsgyAtQwYPYnZJECg,5pKCCKE2ajJHZ9KAiaK11H,ab67616d00001e02a790c56cff6e3463bf9935cb,2022-10-28,196519.0,,pop,0.899,0.247,0.299,0.0,9,0.131,-6.083,0.0315,177.115,4,0.172
35QZaWQRkmnAVqBF1TLCxQ,6eUKZXaKkcviH0Ku9w2n3V,ab67616d00001e02ba5db46f4b838ef6027e6f96,2017-03-03,179786.0,261e449d017018c1e8e0e0160e122cabf967c460?cid=8e0ce36364d143bab6ff99cbe736c94c,pop,0.117,0.68,0.852,0.0,7,0.0866,-4.35,0.0349,101.993,4,0.858
35RJhm1pEovTBwnNR0zWad,0QHgL1lAIqAw0HtD7YldmP,ab67616d00001e027db0d21fc5696a3fcedfb933,2020-07-16,218901.0,4d1575a7a3b75f92fe6fa561853e0cfae1e29510?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.0743,0.695,0.343,1.04e-06,5,0.107,-10.798,0.0432,85.84,4,0.229
35TyJIMR3xRouUuo2sjS6v,6KImCVD70vtIoJWnq6nGn3,ab67616d00001e022e8ed79e177ff6011076f5f0,2022-05-20,243507.0,0f977ab13aa73318e103a5356ef2690df2f1214b?cid=8e0ce36364d143bab6ff99cbe736c94c,pop,0.354,0.829,0.644,0.0511,9,0.0944,-7.696,0.0427,105.993,4,0.896
35XF6veSvhoPdWy89zaeaj,7IlRNXHjoOCgEAWN5qYksg,ab67616d00001e0242093925d784c0ef5e6f3705,2023-01-27,215284.0,53bd7e7fb0925df7f161bce7132a7ff95d68007d?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.113,0.755,0.565,2.77e-05,8,0.111,-5.595,0.273,177.941,4,0.407
35xIeHlkiXmm7aSdz40uxY,2s7fZ34RK8RUJQ2ewsh6I5,ab67616d00001e0289172c851b7b25aee2d249d0,2020-07-02,143960.0,,r&b,0.0944,0.94,0.659,6.79e-06,8,0.0436,-6.75,0.165,123.932,4,0.809
35Y7EmkLr5BL6apEt1n0ct,1QPdp5duV6lV4XINCzjwQ2,ab67616d00001e02af09d950d28e289163448ab5,2022-11-03,178133.0,,r&b,0.688,0.356,0.404,0.00629,7,0.138,-9.947,0.0459,140.095,4,0.287
360oH1CqXe9XXzbbi6hvyr,7gU9VyFRN3JWPJ5oHOil60,ab67616d00001e02cbc77fea67eae84bdc54a086,2021-02-26,197240.0,7e7f2cc3f8d1b2e90389c6036bfef1337930ad80?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.105,0.594,0.597,0.000103,6,0.0748,-6.084,0.165,201.906,4,0.639
363mqittn6QH7w5qMmsEB0,76Pl0epAMXVXJspaSuz8im,ab67616d00001e026661ad2644e579aec83ac6ff,2021-12-02,119183.0,61700e4182404d8d3482457190d7eab1bd70d707?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.176,0.714,0.615,2.9e-06,2,0.159,-5.446,0.268,147.056,4,0.405
364dI1bYnvamSnBJ8JcNzN,1uNFoZAHBGtllmzznpCI3s,ab67616d00001e0208e30ab6a058429303d75876,2020-02-07,212868.0,,pop,0.317,0.811,0.553,0.0,9,0.105,-6.644,0.0552,148.014,4,0.86
367BbT7Cg2xZLv5redErC9,5YFS41yoX0YuFY39fq21oN,ab67616d00001e02ef42a47a766c3b54610bd6e1,2021-05-28,164506.0,beab6f56c3beaee1671dea0e36836a6c30c3654d?cid=8e0ce36364d143bab6ff99cbe736c94c,electro,0.00842,0.682,0.807,9.96e-05,1,0.625,-5.411,0.0973,119.993,4,0.793
368KS9UNJ8cft7RJ1USwb9,2ubn2zwyYaLdHOCKnTouU2,ab67616d00001e02aa57694abe788bcb3545fc65,2020-04-02,118796.0,7782a4b32cead9d7e28d2384b07685ec083321d2?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.215,0.91,0.658,0.0,5,0.091,-8.843,0.382,145.023,4,0.616
369Vi2C4a73xhxhowHNbSR,1q7T9rFQ2a2ukA1PU51fo3,ab67616d00001e0222d752d60225918b5cec0461,2019-01-29,180293.0,,r&b,0.215,0.891,0.6,3.69e-06,10,0.139,-4.406,0.257,130.083,4,0.315
36aSwnrZXd0k334PSXT7w2,3MNnSV5hDd2UzZzgqD8xlU,ab67616d00001e02caa2b70322dc703d5aa4ec80,2023-10-06,171649.0,a9bde96442d2ace99c2d366191ad36f11327375e?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.424,0.899,0.623,9.31e-05,10,0.139,-4.303,0.134,137.019,4,0.709
36DkckOfvhhp7frRM0KfuO,1FhFAnXsMLYJhRVBKvcdHU,ab67616d00001e020116c592ec1948f0a7df3607,2020-10-30,156919.0,81063a65f675ffe5c4ed9e256771d9695d545eb1?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.518,0.813,0.618,0.000526,5,0.109,-6.351,0.311,141.059,4,0.541
36gcliMRX1vCpgnrZE3dFZ,2o5jDhtHVPhrJdv3cEQ99Z,ab67616d00001e02cf8c47967e5c6bbc7dca5abb,2023-04-21,172252.0,6e88ed9108e2c0c493903a7d280183d6d6855272?cid=8e0ce36364d143bab6ff99cbe736c94c,electro,0.0683,0.696,0.793,3.78e-06,8,0.18,-5.733,0.097,120.003,4,0.698
36giaa7roszmJh3okF5efv,3IW7ScrzXmPvZhB27hmfgy,ab67616d00001e02554900f75e6e959bdfa49f74,2017-06-30,172466.0,f90345b6789bce60c5b597fa980f21aa028b3e32?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.294,0.842,0.817,5.16e-05,0,0.133,-7.241,0.0941,140.041,4,0.783
36h5D83xrFPlEBCkySUJI5,4vtz0m60CCrcsQmqDunDIR,ab67616d00001e0260a6932012885c5943ffa383,2018-01-05,139480.0,30e5238b73dde5b70134129cb4c31c2c09fbfc24?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.134,0.764,0.714,0.0,1,0.0998,-6.837,0.401,90.025,4,0.217
36jQqAX9GW4QbS6jvlvjC1,3IW7ScrzXmPvZhB27hmfgy,ab67616d00001e02554900f75e6e959bdfa49f74,2017-06-30,220813.0,675666c3529b1fa4a3e21b97de2373bb1d80afe4?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.147,0.903,0.779,0.0,7,0.145,-6.078,0.107,133.007,4,0.731
36ONiya0OANYknz0GgJmwB,3TVXtAsR1Inumwj472S9r4,ab67616d00001e02f9a9abe8ed9ffaba55412384,2018-06-29,245786.0,,r&b,0.497,0.825,0.317,0.0128,10,0.11,-12.39,0.0583,103.001,4,0.136
36orMWv2PgvnzXsd5CJ0yL,20gsENnposVs2I4rQ5kvrf,ab67616d00001e02fe0b8453036cd35aa89eb6ad,2019-08-16,174444.0,df2e38f031e06398552d6b1fa46fb366c48d53dc?cid=8e0ce36364d143bab6ff99cbe736c94c,electro,0.0771,0.59,0.642,0.0,7,0.105,-3.87,0.122,107.356,4,0.651
36rJPxwMaQV4EL7N8f8UXO,5hREZP0zTQbTLkZ2M8RS4v,ab67616d00001e0233c113dffe152eaf9d8f5904,2017-07-21,187506.0,229529d0aabacd6c26a59009f480af18dc33a724?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.428,0.639,0.68,0.0,8,0.101,-5.951,0.0915,99.907,4,0.89
36sechlCLEmV6QHNt8ryrF,0GOx72r5AAEKRGQFn3xqXK,ab67616d00001e02fae52135c3e8f4e74580a960,2024-01-25,161311.0,fcc5c5ad8fa50b1cac00a2ea4a97d884b5defc07?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.481,0.776,0.661,6.7e-06,6,0.143,-5.663,0.0534,122.058,4,0.963
36SHbxigbf4iSCHdQVgy6V,4FpJcNgOvIpSBeJgRg3OfN,ab67616d00001e02b8443d0a4f57b844ab1e0e39,2017-10-20,242333.0,943694be6c39c10a280e6bfbd7d652e039550426?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.396,0.624,0.8,0.0,1,0.0843,-6.061,0.436,115.198,4,0.332
36t6frENUtCYKuZus6aYDO,06HL4z0CvFAxyc27GXpf02,ab67616d00001e025076e4160d018e378f488c33,2024-04-18,334084.0,,pop,0.315,0.606,0.338,0.0,0,0.106,-10.555,0.048,119.88,4,0.238
36Tq4bva4dIMWcsq7gHDRH,0LKAV3zJ8a8AIGnyc5OvfB,ab67616d00001e029b7921500188c68572ae1cde,2022-12-01,161586.0,,r&b,0.0655,0.756,0.6,2.92e-05,10,0.139,-9.004,0.168,93.025,4,0.527
373gDROnujxNTFa1FojYIl,6XyY86QOPPrYVGvF9ch6wz,ab67616d00001e025d283816a23e9ac7511f1519,2023-02-10,199342.0,effd763b0241c4973a3ebad491ac7fd13c93e6c5?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.00412,0.596,0.798,0.0,0,0.338,-4.63,0.0285,105.01,4,0.459
375kzpRydDdOxOSCGMK53b,53XhwfbYqKCa1cC15pYq2q,ab67616d00001e028b0da998550d749d2e0b61d9,2021-09-03,175643.0,,rock,0.00197,0.544,0.732,5.06e-05,9,0.486,-5.984,0.0524,124.875,4,0.45
376JSYpMMIJteMBozHUix0,3IW7ScrzXmPvZhB27hmfgy,ab67616d00001e02554900f75e6e959bdfa49f74,2017-06-30,176693.0,fcca81d40172330f986a342dec2053a8dad7e049?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.429,0.915,0.817,0.0,7,0.115,-5.92,0.0538,130.044,4,0.96
37BZB0z9T8Xu7U3e65qxFy,1Xyo4u8uXC1ZmMpatF05PJ,ab67616d00001e02c6af5ffa661a365b77df6ef6,2021-04-23,191013.0,,r&b,0.0215,0.65,0.825,2.44e-05,0,0.0936,-4.645,0.0325,118.091,4,0.593
37DnQQzvedZUOhtjEEaHQT,3mirzmIKVfvqcW0M5OKAzR,ab67616d00001e0220327e5144167e34ea117a1c,2021-12-10,163977.0,fc2122b23837815449b6a17855a39f3b4e60068b?cid=8e0ce36364d143bab6ff99cbe736c94c,pop,0.204,0.798,0.763,0.0,10,0.213,-6.134,0.0654,132.016,4,0.698
37elS4BnxlVk2Ow5ig3LO9,4FpJcNgOvIpSBeJgRg3OfN,ab67616d00001e0258ba1ea637001f9a15e55a92,2021-11-19,182066.0,d2882e39bbd2cb064e67f6e4becd47e97f029a11?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.0131,0.886,0.395,0.000155,1,0.116,-8.671,0.0628,99.998,4,0.544
37j9w9DXTLoMISfKiPKsk6,6aH4CaxRV988XUNLVSi1dZ,ab67616d00001e02a15f34642d6328c36c9f7583,2019-01-04,227061.0,d32c49fd827a2b66b3e12ecbb36d1174b16529ee?cid=8e0ce36364d143bab6ff99cbe736c94c,pop,0.445,0.549,0.631,0.0,1,0.0792,-8.689,0.0771,103.47,4,0.726
37jElFVketOXG2dLhjQU22,3IW7ScrzXmPvZhB27hmfgy,ab67616d00001e023c505b5ddcbdf80c7dff5a1f,2019-06-28,181333.0,158f4ddf7074ade18488c09553cdfa7749f0d582?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.383,0.906,0.703,0.0,2,0.073,-7.363,0.209,137.988,4,0.855
37kUygNDNeLTWUgxJGZnbi,5gs4Sm2WQUkcGeikMcVHbh,ab67616d00001e0285fcb68a2a6ff6c78ce2839d,2019-12-20,167110.0,aed268ca7c8211e83570230929bc7accb7895d6b?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.173,0.82,0.32,0.0,8,0.138,-12.903,0.535,150.057,4,0.681
37kxky5wWxPmy4gwNmZpsj,63MCBZRiUdnqRsAOJwijiB,ab67616d00001e02a233e3eed1da9c999ded54b9,2018-09-28,157826.0,e568fc859b119808ea75a91e7aae3cf68765353a?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.154,0.931,0.738,1.02e-05,6,0.375,-3.969,0.234,126.952,4,0.709
37Nqx7iavZpotJSDXZWbJ3,3TVXtAsR1Inumwj472S9r4,ab67616d00001e02cd945b4e3de57edd28481a3f,2021-09-03,221979.0,,r&b,0.181,0.767,0.438,0.0,7,0.142,-8.726,0.29,86.975,4,0.381
37YNulvDhyzULfhHycmhEl,63MCBZRiUdnqRsAOJwijiB,ab67616d00001e02305d2a06c95ab2b43f605a26,2017-09-15,209133.0,,r&b,0.0895,0.678,0.869,3.22e-06,11,0.164,-6.354,0.291,103.385,4,0.457
3803TnTgCIn4rq6ZdEoPAl,62zLrboqOTPyozwi721CVy,ab67616d00001e027dfb2cbea4cdb69a132cb2a9,2022-12-02,139640.0,,r&b,0.052,0.813,0.886,0.0,8,0.122,-5.668,0.0965,135.068,4,0.883
387yCeKQgJON67MA3a5w0e,4TGltjqP0MQxdGeSIrM4es,ab67616d00001e028a22bb4e6950533aa9c2f139,2023-01-27,172720.0,561c90982ff2fbd9e530e1193645701ff47d7fbc?cid=8e0ce36364d143bab6ff99cbe736c94c,pop,0.305,0.884,0.752,4.47e-06,11,0.0673,-4.805,0.0489,124.979,4,0.797
38Eq6RgIxOdt4twqyVAPCn,58wXmynHaAWI5hwlPZP3qL,ab67616d00001e021698e4810310c33fb0f20b33,2019-01-24,167706.0,,r&b,0.0567,0.803,0.533,0.0323,7,0.281,-7.331,0.0656,141.996,4,0.255
38FUqKeBzpXxqbbEDJqfyI,0GOx72r5AAEKRGQFn3xqXK,ab67616d00001e020f1fa81e3d86b9de2cb51287,2018-03-23,236000.0,f99f9e50cceddbc767b66e91a705a6983b5c8dd6?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.277,0.565,0.648,0.0,10,0.0972,-6.015,0.0485,143.868,4,0.665
38g82yE6pxULo8b1S6r4pb,2s7fZ34RK8RUJQ2ewsh6I5,ab67616d00001e024e697334ba5b26c23e1a966a,2022-09-15,169779.0,,r&b,0.191,0.783,0.721,0.0,8,0.103,-6.08,0.268,150.985,4,0.811
38GBNKZUhfBkk3oNlWzRYd,6qqNVTkY8uBg9cP3Jd7DAH,ab67616d00001e022a038d3bf875d23e4aeaa84e,2021-07-30,195776.0,,pop,0.341,0.765,0.373,0.525,8,0.112,-9.921,0.0713,85.016,4,0.554
38I7kUjout62xJYJsa3dkr,7IlRNXHjoOCgEAWN5qYksg,ab67616d00001e02d46bd7cfa437851c2eb13e86,2017-08-25,186426.0,9cac145df81701d6065ba05f7f632461ec4fb27f?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.0724,0.38,0.55,0.0,2,0.177,-8.383,0.268,176.247,4,0.133
38jKru7k6CSMyO9RAAb3f4,2ptKt4yP4mYRZmvi09JYyi,ab67616d00001e02dbcabec404c6bd7bdb8d1051,2021-10-14,171066.0,,r&b,0.37,0.832,0.71,0.0,1,0.105,-8.084,0.437,103.887,4,0.379
38jNFTKjHkV54GdHrDIfv7,63MCBZRiUdnqRsAOJwijiB,ab67616d00001e02305d2a06c95ab2b43f605a26,2017-09-15,227122.0,4fa1a8ad75ed04b88fa188d009e01b483b870f46?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.269,0.836,0.481,0.0,10,0.0721,-7.224,0.113,129.962,4,0.48
38KQ5zKDeF3kUH18ZjzBbZ,3YBJLs7RqR0aPGBgU27nDh,ab67616d00001e0248a9bc2fa970c5dd0484d642,2021-03-03,173427.0,,r&b,0.873,0.819,0.675,0.00013,4,0.14,-7.198,0.137,104.095,3,0.542
38mchzcPcwkyFRj7PIJ5dk,2tcoLkA9Hexz70Kuc1NTUl,ab67616d00001e028320af5749259913564098be,2019-11-29,195853.0,,r&b,0.706,0.615,0.72,0.0,1,0.0933,-5.809,0.341,127.385,4,0.3
38RhYHK1Kt2LKecChOvbTr,2yJ6lsLqG06r9bckSTQRt4,ab67616d00001e028ce242937793887495efefed,2021-01-08,187826.0,023205851cb3bdd7e5c6a676668754c8c49ed5f3?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.379,0.859,0.641,1.17e-05,5,0.0709,-8.411,0.212,94.082,4,0.67
38T0tPVZHcPZyhtOcCP7pF,7jVv8c5Fj3E9VhNjxT4snq,ab67616d00001e0204cd9a1664fb4539a55643fe,2022-09-22,210575.0,ffa9d53ff1f83a322ac0523d7a6ce13b231e4a3a?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.148,0.637,0.715,0.0,2,0.0892,-4.971,0.0455,141.872,4,0.308
391d60JJVop4qSEhw0oPll,0LnhY2fzptb0QEs5Q5gM7S,ab67616d00001e028a4869eaf9f003ab73df0ec2,2020-02-28,194666.0,2905800cf818521efafdee1b5bedb606ba59c026?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.122,0.834,0.659,1.2e-05,6,0.737,-6.575,0.475,132.004,4,0.684
391Qga37h5AOup8XpM4j3m,5hREZP0zTQbTLkZ2M8RS4v,ab67616d00001e02b6b2472223b662451fcbe0e3,2017-03-17,211558.0,d409b80fd624875838877083b3c2093f4179996d?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.369,0.681,0.62,0.0,7,0.147,-5.113,0.385,185.797,4,0.696
393Z6ei5Gp2GEKycaXm2Gj,3IW7ScrzXmPvZhB27hmfgy,ab67616d00001e029db4d4e3550dd76488583195,2021-03-05,200106.0,05654eb72a69c1674f55397c9b9d199e0c2cc874?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.39,0.93,0.823,1.42e-06,0,0.115,-4.686,0.0418,128.933,4,0.875
399mh97iAmjU34de5MebHp,6euPnGzBlDysAC5ecVguNZ,ab67616d00001e0201fa32176a328f328afd597b,2019-04-12,233800.0,4cf781fb31b3bfeb6aeb693b62378a08da17521c?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.555,0.648,0.558,0.0,9,0.107,-8.372,0.0569,113.025,4,0.546
39CsSn6zBZXomZ0dhW59fN,3IW7ScrzXmPvZhB27hmfgy,ab67616d00001e028b338ebef11d4d944a743793,2017-12-01,196240.0,83a55b7740aa17a173665206e65164502995368e?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.427,0.763,0.737,0.0,10,0.0701,-6.932,0.269,174.039,4,0.5
39FcrdAKcmUQdb5pEMCWGF,2tcoLkA9Hexz70Kuc1NTUl,ab67616d00001e02385965453461d0bc9d977ff8,2020-08-06,148657.0,,r&b,0.165,0.899,0.607,0.0,1,0.0596,-6.114,0.28,126.012,4,0.891
39HQU6OEkI9X5YdIKlKMBW,0LnhY2fzptb0QEs5Q5gM7S,ab67616d00001e028a4869eaf9f003ab73df0ec2,2020-02-28,223066.0,517f8e0c813ee85dbac03c35b938dac6541d2f87?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.425,0.732,0.649,0.00016,9,0.0744,-8.346,0.117,128.006,4,0.218
39JofJHEtg8I4fSyo7Imft,4XC335ouK6pXyq4QiIb8bP,ab67616d00001e02eb15b994e15a3a6634d1694e,2022-08-12,226626.0,475c0c2a67c6db3c8f66264e04eb3fa9d3a7a0ba?cid=8e0ce36364d143bab6ff99cbe736c94c,electro,0.161,0.733,0.921,0.662,0,0.122,-7.077,0.0446,136.996,4,0.729
39JRmdKFka1Oe09FoOCPI4,5K4W6rqBFWDnAN6FQUkS6x,ab67616d00001e021bb797bbfe2480650b6c2964,2019-10-25,164619.0,,r&b,0.647,0.482,0.618,0.000859,9,0.32,-5.673,0.197,90.076,3,0.146
39LLxExYz6ewLAcYrzQQyP,6M2wZ9GZgrQXHCFfjv46we,ab67616d00001e024bc66095f8a70bc4e6593f4f,2020-03-27,203807.0,ac28d1b0be285ed3bfd8e9fa5fad133776d7cf36?cid=8e0ce36364d143bab6ff99cbe736c94c,electro,0.0561,0.695,0.884,0.0,6,0.213,-2.278,0.0753,103.014,4,0.914
39LmTF9RgyakzSYX8txrow,66CXWjxzNUsdJxJ2JdwvnR,ab67616d00001e0256ac7b86e090f307e218e9c8,2019-02-08,212266.0,,pop,0.378,0.729,0.476,0.0,8,0.12,-4.985,0.0363,62.519,3,0.368
39MK3d3fonIP8Mz9oHCTBB,0iEtIxbK0KxaSlF7G42ZOp,ab67616d00001e026ed9aef791159496b286179f,2023-06-02,231746.0,,r&b,0.22,0.591,0.5,0.0,11,0.175,-6.206,0.0529,145.819,4,0.201
39N9RPD9MRb5WmoLzNzPeA,1SupJlEpv7RS2tPNRaHViT,ab67616d00001e0226ddcc42228a649e5fbe4350,2018-03-02,172854.0,6745d4cf983eef46735f94db5a3336010546254b?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.0364,0.595,0.773,0.00108,9,0.334,-4.736,0.0549,180.073,4,0.711
39qeQou5OR7ZL7KoJYqTJi,2z2TRvloJt4EfUNQp9rHAi,ab67616d00001e023f35f90ef1a7ee3ae0cc2c2d,2017-08-25,211280.0,,r&b,0.0239,0.84,0.845,0.00231,1,0.0892,-6.297,0.0815,120.022,4,0.638
39QfMF1LZ5Loq5nM8SrJIn,2s7fZ34RK8RUJQ2ewsh6I5,ab67616d00001e0289172c851b7b25aee2d249d0,2020-07-02,180333.0,,r&b,0.352,0.788,0.708,0.0,7,0.106,-7.758,0.156,147.076,4,0.191
39SsweA2snJEKlbnyuruVo,2j93xBBtZnS9YJGJUcWHwg,ab67616d00001e0227b769cfbe0ebd756ece2a7b,2022-11-11,174506.0,2610d38c7848b9c7ca43f4474e8d46420deb7bee?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.2,0.838,0.47,0.000529,2,0.11,-8.331,0.0622,122.004,4,0.132
39u64b5XPIpyHn2CP1PJq4,54kCbQZaZWHnwwj9VP2hn4,ab67616d00001e0269920e9897c6c0849316fb1b,2022-12-16,185883.0,2c34aebf0a591a148e71f4fba2230b751b34ccf3?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.102,0.816,0.488,8.86e-06,10,0.178,-6.143,0.344,125.061,4,0.473
39WugyFCBqnMs2bBw5G56y,3IW7ScrzXmPvZhB27hmfgy,ab67616d00001e02a6fa48d12eea7e21d9f46373,2019-12-06,171453.0,ad9591bfa5bdbe196b905701f179b766d8016d37?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.043,0.729,0.979,0.0614,5,0.054,-5.598,0.0382,110.026,4,0.968
39Yp9wwQiSRIDOvrVg7mbk,2PaZWGu5T5nHjY2xxAkFsT,ab67616d00001e0211d6f8c713ef93a9bb64ddfe,2020-04-24,165977.0,820f8579b290d5454ca9f32fde6e06358d8a3950?cid=8e0ce36364d143bab6ff99cbe736c94c,,0.233,0.716,0.537,0.0,0,0.157,-7.648,0.0514,129.979,4,0.28
39yQagzLGEbc9hEud0Ivvz,5CWqAxPyMw1opbJyhvs6YO,ab67616d00001e02cdc0037861d4fe09ec55f8dd,2023-02-02,151578.0,,,0.188,0.811,0.699,0.0016,9,0.116,-5.882,0.329,133.0,4,0.83
3A0csITpF6D94TodOVerjV,2LUi4eKMEFKFM4awgurcSs,ab67616d00001e02dc3395d83341d90199515d0a,2019-10-11,220746.0,fce53f860931e0f981740b51ace383bd0c299028?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.486,0.834,0.457,0.0,6,0.171,-8.123,0.112,117.974,4,0.617
3a1lNhkSLSkpJE4MSHpDu9,246dkjvS1zLTtiykXe5h60,ab67616d00001e0255404f712deb84d0650a4b41,2016-12-09,220293.0,,r&b,0.215,0.63,0.804,0.0,6,0.253,-4.183,0.0364,123.146,4,0.492
3a1zfFGc5DLBvc98DascHA,1r1Ugmy3z4r3lrsxurxBDx,ab67616d00001e026bb66c6907c6a61365a42523,2021-02-17,151456.0,83265d0d011e1cbeb920103cf4302d5510737418?cid=8e0ce36364d143bab6ff99cbe736c94c,,0.164,0.707,0.698,0.000283,8,0.199,-4.274,0.0312,103.035,4,0.551
3a5MluMoRsiCXkFaxT6JNT,3DCWeG2J1fZeu0Oe6i5Q6m,ab67616d00001e02d34da31b55f52c4c06a12dff,2018-03-30,188230.0,d64e399830112cd76abbab771cf212584c1b75ec?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.211,0.523,0.707,5.62e-05,7,0.0874,-6.913,0.295,84.098,3,0.577
3a75ZWMhJPC5oti6fanzfS,2urF8dgLVfDjunO0pcHUEe,ab67616d00001e0265930c9d50a413e2365037f7,2018-09-21,204666.0,,pop,0.0201,0.706,0.845,0.0,6,0.358,-4.102,0.0692,100.015,4,0.742
3A7qX2QjDlPnazUsRk5y0M,1Cs0zKBU1kc0i8ypK3B9ai,ab67616d00001e0245c5570d4a66346d8f683913,2017-06-09,194896.0,626f8fd3b8fd6119192f7c5871a0b506d8da2ee6?cid=8e0ce36364d143bab6ff99cbe736c94c,electro,0.219,0.548,0.65,0.0,8,0.225,-5.827,0.0591,144.937,4,0.557
3a94TbZOxhkI9xuNwYL53b,0L8ExT028jH3ddEcZwqJJ5,ab67616d00001e02579b9602ae484950d95d0ab8,2022-02-04,232412.0,3b740cdd98d33dc6eaea9f4d7589f558abe19302?cid=8e0ce36364d143bab6ff99cbe736c94c,rock,0.0267,0.417,0.682,0.000669,1,0.109,-5.071,0.0295,105.542,4,0.351
3aBBm2vBaf5uWHUc90LFd0,45odAdGsuJSI2GSd3IwVlj,ab67616d00001e0228231c878dcc219f25840eab,2022-11-03,191946.0,63bcfbadda7a8cb868267ae22267cb3b343a9275?cid=8e0ce36364d143bab6ff99cbe736c94c,,0.553,0.831,0.647,1.12e-06,11,0.08,-6.731,0.211,141.963,4,0.86
