uri,artist_id,image,release_date,duration,sound,genre,acoustic,dance,energy,instrumental,key,live,loud,speech,tempo,time_signature,valence
47K9ad3Ahx94WR9LCPABrB,2kXKa3aAFngGz2P4GjG5w2,ab67616d00001e0278314563e242098560e45b4b,2024-05-31,178186.0,b46f5b15572940d54b07098cb07840a34dc17836?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.419,0.769,0.667,2.65e-06,4,0.103,-6.721,0.169,109.081,4,0.269
47kyFITLgCqjLvWQz9Gty5,2z2TRvloJt4EfUNQp9rHAi,ab67616d00001e023f35f90ef1a7ee3ae0cc2c2d,2017-08-25,149280.0,,r&b,0.634,0.743,0.811,0.0,7,0.178,-6.234,0.256,90.016,4,0.57
47LFcy7prvEY5D08d26zOo,7IlRNXHjoOCgEAWN5qYksg,ab67616d00001e025958979d589a9819866a79f5,2019-10-25,174933.0,f8bc2ce45036dae64d6515fadf4e5faa2e645287?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.396,0.841,0.693,3.99e-06,11,0.133,-7.335,0.205,92.021,4,0.678
47lhSC8ZtnUYbNKhfCXob7,0GOx72r5AAEKRGQFn3xqXK,ab67616d00001e02778e76f44c0a367783cf7702,2020-12-04,215853.0,41bd249f8d4165c56264cdcff176d928977281ca?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.283,0.768,0.575,5.29e-05,9,0.134,-7.306,0.11,96.962,4,0.501
47mLzPbWGQgUoX6OuVxZZY,6G2XHZtd6wJhEHtipzcpqy,ab67616d00001e026aaee452ae1a037b6d1ea1b3,2018-10-04,183026.0,,,0.634,0.738,0.806,0.0,0,0.117,-4.855,0.25,150.08,4,0.757
47n3zwbwdZkf8Jch6r8CmJ,54kCbQZaZWHnwwj9VP2hn4,ab67616d00001e02e1cd0be9875efcf80edd7bee,2023-03-17,139650.0,6cf835626fa95767b2c7f2a17b14322b1edb6f51?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.161,0.661,0.727,0.0,0,0.376,-2.991,0.0865,153.152,4,0.115
47QDqe6aJGDyYBrUJyuAju,5mmEMfYChd6MImBagU7zCs,ab67616d00001e026e343bbbe0fdb002c69e2bcc,2022-06-23,227000.0,,rap,0.168,0.79,0.79,0.0,10,0.328,-4.706,0.0786,144.086,4,0.69
47RwQRv4yMDZJc2GwMR9Tq,4MRRW42s9ymwa5zu4xTKJh,ab67616d00001e021873661ca24bd4320c3529aa,2020-03-06,187106.0,0642d1cbfa4d77567770aa369a69de1c4d54d13d?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.127,0.736,0.599,0.0,7,0.209,-6.573,0.0694,128.955,4,0.269
47TXsosVp8hJOH7DddvgAM,0cMsSWXCY2Wag16luxN6fL,ab67616d00001e0242f98f4eab8b0b38a4877831,2022-01-21,175992.0,7418b4a0d82c0aaeb0664fa79faf6b63a587fdae?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.221,0.738,0.526,0.0,11,0.112,-5.474,0.244,98.206,4,0.37
47V9WTw9aVHgGXi4wG1JXf,1GQ4ihUi4W36nt5ZKmtMgh,ab67616d00001e0230f1b1bdaf338bb2c25dca2a,2018-06-29,200348.0,,rap,0.325,0.857,0.811,0.0,2,0.0758,-4.173,0.0849,99.974,4,0.575
47vh69y9i93zeUYOJswZxJ,54kCbQZaZWHnwwj9VP2hn4,ab67616d00001e02e47b4c3e1335d2ae2fbf32ab,2019-04-05,159573.0,ba8e9e9eb2343631eb9a8fe8e9e54288b15d780e?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.262,0.843,0.732,0.0,5,0.0488,-5.858,0.323,81.502,4,0.554
47wtYsDcpmYTd4wuvJkfnU,1mMUzAMrNqoTHgtxA0dZi6,ab67616d00001e02de3ccdd13eb674bafd0cb696,2018-06-01,258890.0,,rap,0.38,0.92,0.516,0.0,11,0.0698,-8.257,0.119,112.013,4,0.534
47wyFDQKlZ4ycYTHYqOelQ,3DCWeG2J1fZeu0Oe6i5Q6m,ab67616d00001e02ab779f2adb1007f0321ecab8,2020-08-28,191533.0,9ad04e83c25f9f74fc997f0f789f17ac6a95bc05?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.639,0.618,0.618,0.0,7,0.138,-6.767,0.0395,109.591,5,0.555
47YaaXykE1gR4PRBpkDtKr,6qFt3TjvxMt77YGsktWG8Z,ab67616d00001e02ef0619c98503dab0a6e96559,2018-01-26,235746.0,,rap,0.434,0.818,0.787,0.0,10,0.124,-5.188,0.235,118.033,4,0.423
47yhjEwyOgNPPLHLL8OGLV,2kXKa3aAFngGz2P4GjG5w2,ab67616d00001e02e135de51946110d6608bf18b,2019-11-29,249280.0,ebc869dad87a345422f4d22f1c9b13b28f288683?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.408,0.706,0.584,5.96e-06,1,0.105,-7.904,0.124,142.04,4,0.451
485GoiUodWKsampcfaGmJQ,66Ok6bgC570sHkw08N20pZ,ab67616d00001e0224ce41b9fffdadffc514bff9,2022-11-04,186906.0,45fcd7b45038473e11c9adfd7bca081224c09e40?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.0541,0.611,0.771,0.0,1,0.301,-4.194,0.0602,149.021,4,0.553
48BdA5qBxXVoe59xvu0bwc,5gqmbbfjcikQBzPB5Hv13I,ab67616d00001e02765b01901c10003211f8554d,2022-07-01,217946.0,7352aef96c0c5f21458a50bb9cb9e16712a751c8?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.441,0.486,0.786,4.46e-06,4,0.077,-6.468,0.209,94.644,3,0.534
48doyYB1i3Yyv3B13R1rZ3,5gs4Sm2WQUkcGeikMcVHbh,ab67616d00001e02d37df871cb99477000dfe4d5,2023-02-17,94253.0,cf033c16c8c527cef10ac5d1436108edce0761d1?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.595,0.695,0.581,0.0,4,0.105,-10.546,0.371,134.658,4,0.0995
48ghUr9q4ZCKTGEGzdZJlj,3vUMXQ9kPnZAQkMkZZ7Hfh,ab67616d00001e02a57366e7411f5ffa6dddcbcc,2021-05-27,180688.0,bf492075ebf0b0fbfb04879508a9a94210637ca1?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.339,0.871,0.528,0.0,9,0.0792,-8.474,0.219,137.945,4,0.498
48HzeAouyKADHTE4xu5ehu,3J7r4VsNmuWixU0nXvyPd8,ab67616d00001e027425052ab9b3ffebdf712132,2017-02-24,256798.0,,rap,0.302,0.539,0.675,0.0,10,0.105,-5.387,0.265,97.021,4,0.53
48KCOKdDzEGIJ6kNX08xBa,7rTPCNINGzMp3Hc8Xqht5Z,ab67616d00001e0269cb2821a5d3401341c8b4f4,2019-04-26,225013.0,37e2f3741f82f8be143b28c24e330cce1f5bd99e?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.449,0.78,0.724,0.0,1,0.325,-6.346,0.0671,132.037,4,0.379
48lxT5qJF0yYyf2z4wB4xW,1c3uso4iIeeX3P0bhKaQDq,ab67616d00001e0284464d902b1ebaf62775a6da,2024-03-29,144846.0,ab61513ea36dccfabe595028e7a0ebecf553f77f?cid=8e0ce36364d143bab6ff99cbe736c94c,,0.0229,0.788,0.936,1.3e-06,9,0.311,-6.294,0.301,151.019,4,0.844
48MQ3gJuiksM6zyLPRTFKj,4LXBc13z5EWsc5N32bLxfH,ab67616d00001e02593010ad0fe1ceee884cd756,2019-06-06,278333.0,,rap,0.819,0.378,0.323,0.000433,3,0.213,-11.555,0.041,131.324,4,0.273
48NB8xi6yLBZVFeHozM6vG,2s7fZ34RK8RUJQ2ewsh6I5,ab67616d00001e026d81b7056b0aa3978c341b0e,2022-10-06,155400.0,,rap,0.121,0.533,0.696,6.41e-06,6,0.23,-6.553,0.376,140.122,4,0.77
48TvjWmMNHb6uMAz655Xhs,2EFpb61Lpi0l5ldOiqbZkK,ab67616d00001e028d6d1c6a5a389f1a08ad7f33,2019-03-08,152560.0,b26455a0be2db1f0fecc30a4e06dd37a7d11819d?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.27,0.901,0.616,0.0,11,0.0769,-6.46,0.241,125.003,4,0.458
48UA13QHEU4qXtG4CzHk6f,2pHk4wAmL7ofTAuvCIUWtv,ab67616d00001e02f99fb4c3e3812bb4ea81f1f7,2019-04-12,195346.0,,rap,0.0915,0.761,0.782,0.0,6,0.0612,-6.614,0.162,140.067,4,0.623
48xHszgl5GSK5nefCOiFov,5bv5RplEOwdCvhq0EILh9E,ab67616d00001e023bacbe07e688d9ade8d24c53,2022-09-30,171500.0,69e3fe09fb4cacf5b28bea39f203c087bdf7b4e9?cid=8e0ce36364d143bab6ff99cbe736c94c,reggae,0.429,0.783,0.72,3.11e-05,10,0.0632,-4.496,0.0533,104.958,4,0.925
496vIKS2INz840xZaKncvR,4dpARuHxo51G3z768sgnrY,ab67616d00001e02c6b577e4c4a6d326354a89f7,2021-11-19,161829.0,35ce30503e18a3ebce5ce38c569d491cf38f6af6?cid=8e0ce36364d143bab6ff99cbe736c94c,pop,0.67,0.734,0.497,2.35e-05,8,0.194,-9.666,0.166,127.989,3,0.307
498fH7e28Y8ODSYksqertQ,3YBJLs7RqR0aPGBgU27nDh,ab67616d00001e02c52c479e4abc2aa659e9ed88,2023-09-22,171743.0,0a69ac65f6d20c1970b6f5eb8394610596c1bff9?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.231,0.788,0.738,1.8e-06,4,0.228,-4.933,0.159,129.996,4,0.349
498r9PrHugZ58ibX9x5tKn,54kCbQZaZWHnwwj9VP2hn4,ab67616d00001e02e414940dd319fea5947216e2,2018-06-15,152213.0,92fc74865f944e3fd7bfa45c6091738e98ee92b1?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.29,0.816,0.774,6.36e-05,11,0.286,-6.029,0.2,142.924,4,0.905
49C6hw1ErLZBELEDdaOWPP,3b5bg1k6N9u31OtzSfK2dP,ab67616d00001e027a898157c5dc24b15f925b12,2018-07-06,211133.0,,rap,0.177,0.755,0.728,0.0,10,0.118,-6.607,0.351,126.078,4,0.708
49fISKy929BYDg6Daogw17,66Ok6bgC570sHkw08N20pZ,ab67616d00001e02bee09be2b9c66e75411b70fa,2021-09-10,159680.0,92a75fb8445cd2f7bf81c3a6932896764c6d018b?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.14,0.824,0.45,0.0,4,0.114,-8.993,0.13,121.028,4,0.196
49IzWufYtbt3tgUN8ORNe0,7IlRNXHjoOCgEAWN5qYksg,ab67616d00001e02e18ece75007e1aa0504e664a,2020-11-13,174106.0,9c8023065cec2c059c054157a0e4b548612ba8a4?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.0175,0.758,0.74,0.0,0,0.0601,-7.467,0.0925,173.862,4,0.631
49pDvWX9ky9ipYMKI7Gacu,7IlRNXHjoOCgEAWN5qYksg,ab67616d00001e029922157daa474131bb3a0fbc,2018-11-02,157733.0,31dc2a2e141b3dd7f4939988c7c3637ea77e6830?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.439,0.846,0.315,0.000358,0,0.0992,-10.243,0.25,139.957,4,0.394
49qQQcd8wONsOy3PwnZKHB,3IW7ScrzXmPvZhB27hmfgy,ab67616d00001e02554900f75e6e959bdfa49f74,2017-06-30,233853.0,30242ddac5f5e6d7b90468c8810dcfb29071dc17?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.286,0.828,0.801,9.67e-06,1,0.362,-5.907,0.0924,127.971,4,0.778
49wY7WK8NhEPzIYC63GmtI,2yJ6lsLqG06r9bckSTQRt4,ab67616d00001e028ce242937793887495efefed,2021-01-08,108733.0,10aa52402aa6db1c40dcfb2bc9d094c3e4772c87?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.862,0.752,0.274,3.63e-06,3,0.101,-14.331,0.227,95.983,4,0.26
49ZfwGKiMNVCoXPYcCDduE,3BX2N7cc1OrBUJQiiei3On,ab67616d00001e02b43b3f29f86d45335fa458c4,2020-06-04,161739.0,d5d17f84471306d40b0d8dec11e06a38bd59271e?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.139,0.919,0.594,0.0,9,0.0852,-7.064,0.296,137.915,4,0.451
4A3VRWfGUCBz82s4Qtvp9c,5hREZP0zTQbTLkZ2M8RS4v,ab67616d00001e029f906cd5a41e9527cf45c408,2019-10-29,188676.0,3955573c5642980073e2a0d63c8eb58f0b6e96c2?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.651,0.763,0.536,0.0,1,0.126,-5.982,0.0516,134.891,4,0.696
4a4cTUsFiyPN8jaHt2xf18,3DCWeG2J1fZeu0Oe6i5Q6m,ab67616d00001e029ee288482ec17f1d091ffad2,2019-02-01,177876.0,e1bf160cc8a2b1a7c225b29d4a576c5c0b15e8b7?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.149,0.675,0.675,0.000116,8,0.307,-4.714,0.1,164.045,4,0.718
4A6A5FnffPS7W5MuIUf6wi,4oVERQ0AxzzQ4zip1nMKlt,ab67616d00001e02034ec2ded746ad483ce63a82,2018-11-02,197671.0,c9c529e89e50b1d037668ce4c0b2e61d993868dc?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.341,0.648,0.719,0.0,9,0.0848,-7.441,0.483,88.523,3,0.569
4A6V8yOXo7oz6oYhdfHrLl,1q7T9rFQ2a2ukA1PU51fo3,ab67616d00001e0230326e5e519cfc08810a3427,2018-08-16,183039.0,,rap,0.302,0.767,0.719,3.64e-05,7,0.19,-6.221,0.36,172.04,4,0.638
4AaG82i74FxJqk7J9oKS8P,2kXKa3aAFngGz2P4GjG5w2,ab67616d00001e028bf2a471579eed48772f5b1e,2024-05-16,198146.0,f28cf8de472f5735271f39ba89f78e07f0c313d1?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.0946,0.672,0.642,0.0,11,0.0767,-8.479,0.327,140.161,4,0.481
4Aam8WAOsj5CwZwYcjSCWD,7xNYY1Zkb1vks5m9ATlJok,ab67616d00001e02d038ad81ca0a422e45caff99,2020-11-13,177520.0,c16fd489f187913238b189ed704166ed1116d227?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.814,0.465,0.489,0.0,4,0.113,-7.233,0.0417,109.287,4,0.576
4AatJM2epy561NZ8ScNrjP,5nH2klYTzn8CNvUv1GOGQO,ab67616d00001e02c17b2486f6d9eb54b24ab81a,2021-11-19,177253.0,,r&b,0.837,0.579,0.43,0.0,4,0.0656,-8.554,0.0569,143.79,4,0.172
4AAuHpqSjH9B0SENHuqzIw,3CnCGFxXbOA8bAK54jR8js,ab67616d00001e022a1ad811f192d80b7f5da477,2018-09-13,139939.0,,rap,0.0548,0.766,0.859,0.0,6,0.218,-4.006,0.105,154.995,4,0.641
4ABrDs5A2ZY8QANqT53Ghe,1wAtSe79kItIb9nf5EhI2Q,ab67616d00001e02f0537a216f21ef98dc21f41b,2021-07-16,210720.0,368d11d51fa7a0c5bb1d839003930bfe93a8339e?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.234,0.806,0.58,0.0,2,0.355,-8.778,0.22,122.0,4,0.424
4aBZ6WMhF9mwnUheZSETyW,4oVERQ0AxzzQ4zip1nMKlt,ab67616d00001e02034ec2ded746ad483ce63a82,2018-11-02,238065.0,9b49616ae452c6e8d6e355b6e319302faf14e99b?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.223,0.466,0.576,0.0,5,0.0955,-8.001,0.0971,139.568,4,0.305
4AcgnuS4DWpiACgY03Vu2R,54kCbQZaZWHnwwj9VP2hn4,ab67616d00001e0272397921165a97ee43bba844,2023-05-26,140413.0,6fb380c95736d003337cf42ecf64ca9ac4616c6e?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.115,0.835,0.684,0.000204,11,0.116,-5.678,0.141,95.02,4,0.633
4ADpAtaW3KB2cRtkVPlLgv,7gU9VyFRN3JWPJ5oHOil60,ab67616d00001e02c26a1157e0110428854e299d,2023-02-14,223073.0,e85e8963a046d2bd43793ba62e283407a6a5d80d?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.279,0.513,0.489,0.0108,11,0.0871,-7.829,0.152,96.8,4,0.453
4Ag4K6Gkh5yiJF6QwSL3uL,5P3mgWx3KvnURMhlVm5pMS,ab67616d00001e027979fafdbe242159e1d02311,2021-01-14,198183.0,,rap,0.627,0.704,0.801,0.0,8,0.107,-5.449,0.0792,89.949,4,0.18
4ai70kw4ToHz51iKd7VHA9,2kXKa3aAFngGz2P4GjG5w2,ab67616d00001e021ec99873fa7a01737bf8c0a7,2018-10-19,226600.0,9679391a5a475bfd2ae6af7e62ce03eeba0ada00?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.497,0.78,0.629,1e-05,7,0.111,-8.374,0.15,130.082,4,0.191
4aiIh5wCetSjn6IuU9QX1F,58wXmynHaAWI5hwlPZP3qL,ab67616d00001e02b7c26131d453d1d9afb81aa0,2021-03-04,164547.0,,rap,0.583,0.766,0.697,0.0,6,0.0971,-6.041,0.0938,139.894,4,0.547
4aIJHzvbIB2EbZkuk5trOp,3IW7ScrzXmPvZhB27hmfgy,ab67616d00001e02c6f5a6c929bb4da899b35fa2,2023-06-09,188506.0,8903025d24783dab1565432d694a0ebbcae180d3?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.501,0.888,0.716,0.000453,5,0.107,-5.279,0.0634,134.976,4,0.672
4aitZJoaTKUBwp5Rr7CWi0,1QPdp5duV6lV4XINCzjwQ2,ab67616d00001e02400348992e487ba736219912,2020-11-26,182400.0,,rap,0.333,0.764,0.544,0.000127,6,0.199,-8.17,0.153,140.099,4,0.504
4AjFKHMK0aT5RH5bDarR0f,5ylOD196qui8JgXBrQUzok,ab67616d00001e02f913d83cea87f8e2fecceacc,2023-11-17,191786.0,219a96e5bd03614a1eb8df0a7e293da6e0c88d70?cid=8e0ce36364d143bab6ff99cbe736c94c,rock,0.434,0.48,0.685,0.0,5,0.0602,-6.95,0.0337,85.959,4,0.285
4ak7xjvBeBOcJGWFDX9w5n,7jVv8c5Fj3E9VhNjxT4snq,ab67616d00001e02c0e7bf5cdd630f314f20586a,2019-06-21,158706.0,9af943e5435f37571551d419e68ec88785dfdeef?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.139,0.706,0.679,6.98e-05,9,0.465,-5.614,0.0324,140.081,4,0.657
4aKRNoUVhMMA5uNPWW5zAW,7DUTsWY3RBd64vh8UtgtYA,ab67616d00001e0220b7e66c12d7a839d4c25270,2017-03-31,192093.0,,rap,0.036,0.759,0.757,0.0,10,0.105,-6.069,0.0988,101.994,4,0.595
4amTXPB0wsTVRQ47RLaw04,3DCWeG2J1fZeu0Oe6i5Q6m,ab67616d00001e02104027fffb432337149b7ae6,2023-04-12,157386.0,6c20ed409aa8aa559d45e23d8ca4baeb0083a877?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.0292,0.64,0.662,1.43e-05,4,0.396,-8.158,0.305,159.944,4,0.621
4aNCUK7i0ABpjpsSSqH2Lh,5qisLjDrKoHMI9zOK2hfzs,ab67616d00001e02b4e1bca21b1dfe2aac65ff20,2020-01-31,170680.0,ee95e206f291e28bee34ee8cc0573bc34ef40ec7?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.0182,0.791,0.725,1.16e-06,6,0.324,-6.074,0.193,150.053,4,0.792
4ANcVwz44JehTq6f7MNROI,3IW7ScrzXmPvZhB27hmfgy,ab67616d00001e02e3c64c1a9d807663f8def1ad,2021-12-10,175493.0,314d5749f24e1aad2cd6730a9f71b142dab7dc40?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.396,0.653,0.783,0.0,11,0.108,-6.206,0.473,91.924,4,0.586
4AO1XhrgJczQ9bNVxdfKQe,7A8S43ryYdbWpJKeHRZRcq,ab67616d00001e02dfc2f59568272de50a257f2f,2019-12-27,250141.0,46d9f66dde2b0d6f1b6bbeb3b8004de6d51795e9?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.0695,0.643,0.594,1.46e-05,9,0.115,-5.191,0.0312,118.037,4,0.195
4aslqUfhnz7lYd8mEMIToq,63MCBZRiUdnqRsAOJwijiB,ab67616d00001e027ead397c5b37e15ce28d8b2c,2023-06-16,178264.0,86fa8687edab7eaf98cbf66473de6f7eeaaea5b1?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.128,0.771,0.707,0.0,10,0.111,-5.372,0.071,103.03,4,0.54
4AtDk9SFAYXTzKNKNScZnv,32UhRcgdXO6LdLhOpfIdxp,ab67616d00001e024e4a730f5f025198f6912116,2020-12-24,214615.0,,rap,0.17,0.693,0.877,0.0,11,0.182,-3.254,0.0602,155.992,4,0.822
4AulkMc9uqPu5aRE3iYFHh,37ioGUZGhKk7VjWIocx8kM,ab67616d00001e0223a9deb48e222e8274dfbe5d,2022-05-24,168688.0,a38f3b56333f3c38168fa685fbfea6f5174cd8c1?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.133,0.684,0.793,3.71e-05,0,0.122,-7.19,0.139,137.993,4,0.724
4avhnbQ1mjzoUepZeJy6WZ,2s7fZ34RK8RUJQ2ewsh6I5,ab67616d00001e0289172c851b7b25aee2d249d0,2020-07-02,111520.0,,rap,0.306,0.866,0.666,0.0,2,0.247,-5.684,0.415,140.094,4,0.686
4avTQmRrg717z7AuXqYY0V,7CUFPNi1TU8RowpnFRSsZV,ab67616d00001e02426a1aa5da86b6afe9a9947d,2019-11-08,150915.0,,r&b,0.305,0.792,0.627,0.0,0,0.078,-7.464,0.275,155.03,4,0.645
4aWmUDTfIPGksMNLV2rQP2,4V8Sr092TqfHkfAA5fXXqG,ab67616d00001e02a5971936e3b8d91f8b616b17,2017-01-13,229360.0,,pop,0.209,0.66,0.786,0.0,2,0.112,-4.757,0.17,177.833,4,0.846
4AWwa8me7EnMp6xCXnRTWo,6cEuCEZu7PAE9ZSzLLc2oQ,ab67616d00001e029e309a26450af7764df5091d,2023-09-08,137419.0,962a8a205fd27aff7d24bda48a597d19e2307fc4?cid=8e0ce36364d143bab6ff99cbe736c94c,electro,0.203,0.654,0.82,0.0,2,0.522,-4.101,0.135,124.127,4,0.47
4Awxx9qnausx9mazgpbDC3,19u3RGWKsjmbg9eI6zAiNp,ab67616d00001e026a3b5cd47c9a6932adaa5ef7,2020-10-09,290506.0,a51bc18652173050ec65546b9db5ff351c58d214?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.18,0.835,0.81,0.0,3,0.141,-4.27,0.109,110.064,4,0.778
4AXFgAmNoHv9dxu9d35MQP,3IW7ScrzXmPvZhB27hmfgy,ab67616d00001e029879c5ad3be7b14dbc0d8fea,2021-06-25,194280.0,2a045c824de8a73a16d6f12cc8064639ef4991d2?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.0676,0.913,0.888,0.0,7,0.149,-4.203,0.0624,124.008,4,0.907
4axYWgXASdsCBHuwInAubT,15UsOTVnJzReFVN1VCnxy4,ab67616d00001e02da9e59639a9759d8952890c6,2018-12-07,121630.0,cc467f73f29d6eaed43bdbfb43bcb35918587a57?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.591,0.797,0.293,0.0724,5,0.148,-7.479,0.08,80.035,4,0.478
4AZbiz02Fu95DjZddvJMd5,2z2TRvloJt4EfUNQp9rHAi,ab67616d00001e023f35f90ef1a7ee3ae0cc2c2d,2017-08-25,129680.0,,r&b,0.701,0.275,0.386,0.0,5,0.129,-10.473,0.0327,152.79,5,0.266
4azG4CFB2tCEnfjagXSraz,0zhMujl1yB8pkB023Qm4Y2,ab67616d00001e02b5d4df0dfde4096c15ce1d64,2021-06-10,173213.0,,rap,0.476,0.793,0.692,4.18e-06,4,0.0973,-6.492,0.0977,92.024,4,0.215
4b4KcovePX8Ke2cLIQTLM0,7gAppWoH7pcYmphCVTXkzs,ab67616d00001e026d212964f44127ddabdac111,2017-07-14,197640.0,,pop,0.0038,0.544,0.809,0.0,8,0.323,-5.098,0.0363,145.017,4,0.448
4B6qth6BKGrsY9cKEZPGjW,5qisLjDrKoHMI9zOK2hfzs,ab67616d00001e02b4e1bca21b1dfe2aac65ff20,2020-01-31,201413.0,dcdfb2413d0aade2184e63bb9f206cf91f3a3627?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.0577,0.706,0.716,0.0044,5,0.192,-7.63,0.0612,124.054,4,0.234
4b6UABSAlaXm4KZjiQhYtI,7DUTsWY3RBd64vh8UtgtYA,ab67616d00001e0208c986020d7ad3e5cc65b9c2,2020-09-23,176723.0,,rap,0.0869,0.642,0.751,0.0,11,0.241,-6.677,0.458,148.41,4,0.429
4B8Qg39odR9WapiI7TRlTD,2s7fZ34RK8RUJQ2ewsh6I5,ab67616d00001e020f6bd3ca9a2ecadaabbc14a1,2019-04-05,177294.0,,rap,0.559,0.647,0.592,4.13e-06,9,0.257,-7.303,0.0781,142.061,4,0.597
4bArJbevzjgIfbPupg9GEl,2HHmvvSQ44ePDH7IKVzgK0,ab67616d00001e02ea494aca4f8ae6a9c2b904f9,2023-04-21,207733.0,239847f4afddad7b38497253ba15478767888836?cid=8e0ce36364d143bab6ff99cbe736c94c,pop,0.418,0.632,0.405,1.15e-05,10,0.0941,-8.314,0.0294,115.007,4,0.377
4BB6691AoLA4fbJWEKpQhH,7DUTsWY3RBd64vh8UtgtYA,ab67616d00001e02583c514388bf5f0d4dd98f1d,2019-02-08,231986.0,,rap,0.0145,0.64,0.702,2.47e-06,1,0.182,-5.727,0.0655,116.936,4,0.0982
4bC02UBgQ6m8Za1ksfVQ5I,1HhXce8PpMmaKjBIWzAxWc,ab67616d00001e02494a339a3667b890e80ac98f,2022-06-10,184786.0,5a4bf72b350a89667f5dd173fbc570a798916dde?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.371,0.954,0.564,1.83e-05,7,0.121,-5.677,0.0556,112.957,4,0.635
4BDusg7K06bNp5LnaKsWS4,3p4FNslxuuEYSEnMsx4YI1,ab67616d00001e02cf6a8a1ac2ac408e02ce0de3,2017-03-10,234751.0,baa21f587e6fadb71e714b79d8a821024d051448?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.351,0.654,0.6,0.0,1,0.083,-7.492,0.311,185.888,3,0.445
4Bg5ufw4skMPjZl95Y7axO,25yJrwrn5I0EUdQEiTtNSO,ab67616d00001e02dcdb206ee5c8b27b3f8254dc,2019-10-18,235813.0,865b41119c46373914656a7049fbb7d74052d1c7?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.55,0.774,0.675,0.0,8,0.562,-7.9,0.343,149.821,4,0.584
4bgVfdfGHph1QYDNuflm1K,3IW7ScrzXmPvZhB27hmfgy,ab67616d00001e0261ab7990a4d23e2267f364fe,2020-12-18,191493.0,3b0ec0dc15505ad1b5101e3093a87336e6c0162b?cid=8e0ce36364d143bab6ff99cbe736c94c,rap,0.135,0.785,0.665,0.0,8,0.0978,-4.793,0.0503,132.115,4,0.579
4bGWT7GWjqaO1Sj9ZbUtEG,54kCbQZaZWHnwwj9VP2hn4,ab67616d00001e023bbe265a079a047a655036de,2023-03-17,110266.0,cb8fd7c926195baad5d02fe17f7180147839a71b?cid=8e0ce36364d143bab6ff99cbe736c94c,r&b,0.277,0.883,0.785,0.0,5,0.0737,-3.912,0.259,104.029,4,0.294
4BGZF4oLbTL0pWm7C18pbv,1Xyo4u8uXC1ZmMpatF05PJ,ab67616d00001e028863bc11d2aa12b54f5aeb36,2020-03-20,191306.0,,r&b,0.131,0.488,0.498,0.0,0,0.0929,-8.24,0.0479,87.419,4,0.198
